topic,topic_id,bias_id,title,source,bias,desc.
Coronavirus- Lean Right,42,4,Steve Bannon indicted for contempt of Congress in Jan. 6 investigation,Washington Examiner, Lean Right,"Steve Bannon was indicted by a federal grand jury for defying a subpoena from the House committee investigating the Jan. 6 Capitol riot.

The announcement..."
Coronavirus - moderate,42,3,Steve Bannon indicted for contempt of Congress,Axios,moderate,A federal grand jury on Friday indicted former Trump adviser Steven Bannon on two counts of contempt of Congress for his failure to comply with a...
Coronavirus- Left,42,2,DOJ asks federal appeals court to lift temporary order blocking Covid-19 vaccine mandate,CNN (Online News), Left,The Department of Justice argued Monday night against a more permanent block of the Biden administration's Covid-19 vaccine mandate in a filing to...
Coronavirus- Lean Right,42,4,DOJ and FBI gave cover to Steele dossier source accused of lying,Washington Examiner, Lean Right,"The Justice Department and the FBI continued defending their use of information from Christopher Steele’s main source, Igor Danchenko, even after interviews..."
Coronavirus - moderate,42,3,Bannon Indicted for Contempt of Congress,AllSides Headline Roundup,moderate,A federal grand jury charged former Trump adviser Steve Bannon for contempt of Congress on Friday after he refused a subpoena from the House Select Committee...
Coronavirus- Lean Left,42,1,"Biden Rejects $450,000 Payments for Separated Migrants",New York Times (News), Lean Left,President Biden on Wednesday said migrants separated from family members at the border would not receive hundreds of thousands of dollars for the damage...
Coronavirus- Right,42,5,Biden administration asks federal appeals court to lift order blocking COVID-19 vaccine mandate,Fox News (Online News), Right,The Biden administration is asking a federal court to lift an order that blocked its rule mandating that larger employers require workers to get...
Coronavirus - moderate,42,3,White House tells businesses to proceed with vaccine mandate despite court-ordered pause,CNBC,moderate,"The White House on Monday said businesses should move forward with President Joe Biden’s vaccine and testing requirements for private businesses, despite a..."
Coronavirus- Lean Left,42,1,Justice Department sues Texas over restrictive voting law,NBC News (Online), Lean Left,The Justice Department is suing Texas over key components of the state's Republican-led voting law that federal officials say are in...
Coronavirus- Lean Right,42,4,WH: Biden now ‘perfectly comfortable’ with migrant payouts — after calling $450K report ‘garbage’,New York Post (News), Lean Right,President Biden is “perfectly comfortable” with cash payouts to migrant families whose members were detained separately after illegally crossing the US-Mexico...
Coronavirus - moderate,42,3,DOJ Asks Federal Appeals Court to Lift Order Blocking COVID-19 Vaccine Mandate,AllSides Headline Roundup,moderate,The Department of Justice argued against a more permanent block of the Biden administration's COVID-19 vaccine mandate for private businesses in a filing to...
Criminal Justice- Lean Left,43,1,"Federal appeals court halts Biden administration’s vaccine requirement, delivering policy a major blow",Washington Post, Lean Left,"A federal appeals court in New Orleans has halted the Biden administration’s vaccine or testing requirement for private businesses, delivering another..."
Criminal Justice- Right,43,5,Another Democrat Joins the Republican Party,Townhall, Right,"Texas House Democrat Ryan Guillen announced Monday morning he is turning in his Democrat Party membership and joining the GOP. 

""Friends, something is..."
Criminal Justice - moderate,43,3,Republicans hold largest edge in early midterm vote preferences in 40 years: poll,The Hill,moderate,"Republicans are in the best position to retake seats in Congress during midterm elections in four decades, according to a new poll. 

An ABC News/..."
Criminal Justice- Lean Left,43,1,"Menace, as a Political Tool, Enters the Republican Mainstream",New York Times (News), Lean Left,"Threats of violence have become commonplace among a significant part of the party, as historians and those who study democracy warn of a dark shift in American..."
Criminal Justice- Lean Right,43,4,Jobs vs. jabs: Federal court upholds stay on Biden’s ‘sledgehammer’ vaccine mandate,Deseret News, Lean Right,"A federal appeals court late Friday upheld its stay of the Biden administration’s vaccine mandate for larger businesses, saying it leaves workers with a choice..."
Criminal Justice - moderate,43,3,U.S. appeals court affirms hold on Biden COVID-19 vaccine mandate,Reuters,moderate,A U.S. appeals court on Friday affirmed its decision to put on hold an order by President Joe Biden for companies with 100 workers or more to require COVID-19...
Criminal Justice- Left,43,2,No One Is Prepared for the New Gerrymanders,Slate, Left,"Toward the end of the last decade, in Rucho v. Common Cause, the Supreme Court’s Republican-appointed justices effectively abolished constitutional limits..."
Criminal Justice- Right,43,5,GOP Senators Call Out Biden Nominee’s Rant About Bankrupting Fossil Fuel Industries,The Daily Caller, Right,Republican senators representing some of the U.S.’s leading carbon energy-producing states are speaking out against Comptroller of the Currency nominee Saule...
Criminal Justice - moderate,43,3,Federal Appeals Court Upholds Decision To Halt Biden's Vaccine Mandate For Larger Businesses,AllSides Headline Roundup,moderate,"The US Court of Appeals for the Fifth Circuit late Friday upheld its decision to halt President Joe Biden's proposed vaccine mandate for larger businesses,..."
Criminal Justice- Lean Left,43,1,Two recounts appear likely in tight Virginia House races,Associated Press Politics & Fact Check, Lean Left,"Days after Democrats conceded control of the Virginia House of Delegates to Republicans, they walked back that concession as two key races in which the GOP..."
Criminal Justice- Lean Right,43,4,Trump Blasts 'Fake News' Report He Threatened to Leave GOP,Newsmax (News), Lean Right,Former President Donald Trump on Monday slammed a report that he told Republican National Committee Chairwoman Ronna McDaniel that he planned to leave the...
Criminal Justice - moderate,43,3,Virginia’s wake-up call: Democrats ignore rural voters at their peril,Christian Science Monitor,moderate,"Shortly after Glenn Youngkin secured the Virginia GOP’s gubernatorial nomination, Andy McCready, chair of the Pulaski County Republicans, says he got a call..."
Criminal Justice- Lean Left,43,1,Republican wave builds to take back the House,Politico, Lean Left,"Republicans could hardly be better poised to recapture the House majority.

Increasingly aggressive redistricting, a diverse slate of candidates raking..."
Criminal Justice- Lean Right,43,4,Senate GOP blocks federal election law debate for fourth time this year,New York Post (News), Lean Right,"Senate Democrats tried and failed once again Wednesday to begin debate on a bill that would radically revamp America’s election laws, as all but two..."
Criminal Justice - moderate,43,3,Do election failures mark the end for 'defund the police'?,Yahoo! The 360,moderate,"After George Floyd was murdered by Minneapolis Police Officer Derek Chauvin in May 2020, the city became the epicenter of a nationwide movement pushing for..."
Culture- Lean Left,44,1,"Bombing outside Kabul’s main mosque leaves at least 2 dead, Taliban says",Washington Post, Lean Left,"A bombing outside Kabul’s main mosque killed at least two Afghan civilians and left others wounded, the Taliban says.

The explosion, at Eid Gah Mosque, is..."
Culture- Right,44,5,GOP Reps Call on Top Biden Admin Officials To Testify on Bungled Afghanistan Withdrawal,Washington Free Beacon, Right,A coalition of Republican foreign policy leaders in Congress is demanding that senior Biden administration officials appear on Capitol Hill to be questioned...
Culture - moderate,44,3,Donors’ dilemma: How to help hungry Afghans ... not the Taliban,Christian Science Monitor,moderate,"There is no shortage of urgent warnings, led by the United Nations, about the looming threats this winter to the Afghan people: food insecurity for more than..."
Culture- Lean Left,44,1,Defense officials just debunked much of the criticism of Biden’s Afghanistan withdrawal,Jennifer Rubin, Lean Left,Testimony from Defense Secretary Lloyd Austin and Chairman of the Joint Chiefs of Staff Gen. Mark A. Milley before the Senate Armed...
Culture- Right,44,5,GOP Lawmakers Concerned Biden Removed Sanctions To Appease Iran,Washington Free Beacon, Right,A group of 33 Republican lawmakers launched an investigation on Thursday into the Biden administration’s decision to remove sanctions earlier this month...
Culture - moderate,44,3,Iran nuclear deal: Talks to resume within weeks,BBC News,moderate,"Talks aimed at reviving the landmark 2015 nuclear deal between Iran and six other nations are to resume this month.

Iran's chief negotiator Ali Baqeri Kani..."
Culture- Lean Left,44,1,"Live updates: Milley, Austin and McKenzie to testify before Congress on Afghanistan, China",USA TODAY, Lean Left, The nation's top military leaders will face lawmakers on Capitol Hill on Tuesday in a hearing expected to touch on some of the most contentious...
